folder,file,sequence,domain,kingdom,phylum,class,order,family
1977306,GCF_000837925.1_ViralProj14088_genomic.fna,NC_001956.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
1977402,GCF_000845205.1_ViralProj14549_genomic.fna,NC_003287.2,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
1977408,GCF_000839205.1_ViralProj14178_genomic.fna,NC_003793.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
1977411,GCF_000836925.1_ViralProj14039_genomic.fna,NC_001954.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
1977412,GCF_000838285.1_ViralProj14163_genomic.fna,NC_003460.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
197771,GCF_000841045.1_ViralProj14205_genomic.fna,NC_004068.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
197772,GCF_000841825.1_ViralProj14195_genomic.fna,NC_003973.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1978413,GCF_002105425.1_ViralProj383800_genomic.fna,NC_034377.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
1978546,GCF_000925335.1_ViralProj264897_genomic.fna,NC_025342.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1980426,GCF_000884235.1_ViralMultiSegProj39973_genomic.fna,NC_013105.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
1980456,GCF_000850405.1_ViralMultiSegProj14746_genomic.fna,NC_003468.2,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
1980541,GCF_002814495.1_ASM281449v1_genomic.fna,NC_043039.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
1980918,GCF_000849265.1_ViralProj14689_genomic.fna,NC_000903.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1980923,GCF_000879455.1_ViralProj30059_genomic.fna,NC_010811.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mieseafarmvirus
1980926,GCF_001500875.1_ViralProj307806_genomic.fna,NC_028899.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Chiangmaivirus
1980931,GCF_001501675.1_ViralProj307835_genomic.fna,NC_028962.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1980941,GCF_000905655.1_ViralProj185428_genomic.fna,NC_020082.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Yokohamavirus
1980946,GCF_001023565.1_ViralProj286159_genomic.fna,NC_027204.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Emdodecavirus
1981041,GCF_001500515.1_ViralProj307734_genomic.fna,NC_028760.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae
1981164,GCF_000844925.1_ViralProj14480_genomic.fna,NC_000902.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Sepvirinae
1981166,GCF_000925775.1_ViralProj266716_genomic.fna,NC_025434.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Sepvirinae
1981167,GCF_000900315.1_ViralProj177543_genomic.fna,NC_018846.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Sepvirinae
1982090,GCF_001754585.2_ViralProj344344_genomic.fna,NC_031224.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mudcatvirus
1982093,GCF_000919975.1_ViralProj248629_genomic.fna,NC_024138.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Marvinvirus
1982096,GCF_000954275.1_ViralProj276859_genomic.fna,NC_026594.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mesyanzhinovviridae
1982100,GCF_002622925.1_ASM262292v1_genomic.fna,NC_041949.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Amigovirus
1982102,GCF_000919995.1_ViralProj248633_genomic.fna,NC_024135.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bernalvirus
1982105,GCF_001470355.1_ViralProj306288_genomic.fna,NC_028692.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Decurrovirus
1982107,GCF_001736315.1_ViralProj343510_genomic.fna,NC_030944.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Demosthenesvirus
1982112,GCF_000914675.1_ViralProj240025_genomic.fna,NC_023555.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Eiauvirus
1982148,GCF_000955315.1_ViralProj276850_genomic.fna,NC_026590.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gaiavirus
1982151,GCF_000872185.1_ViralProj27907_genomic.fna,NC_009993.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gilesvirus
1982153,GCF_002622965.1_ASM262296v1_genomic.fna,NC_041951.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordonvirus
1982219,GCF_001502075.1_ViralProj307760_genomic.fna,NC_028972.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gordtnkvirus
1982221,GCF_001501775.1_ViralProj307065_genomic.fna,NC_028746.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gochnauervirinae
1982225,GCF_001504215.1_ViralProj307910_genomic.fna,NC_028805.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Jenstvirus
1982229,GCF_001503495.1_ViralProj307927_genomic.fna,NC_028768.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Steinhofvirus
1982237,GCF_001755285.1_ViralProj344636_genomic.fna,NC_031231.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kelleziovirus
1982240,GCF_001744715.1_ViralProj344191_genomic.fna,NC_031058.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Queuovirinae
1982245,GCF_001500535.1_ViralProj307738_genomic.fna,NC_028924.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Incheonvirus
1982247,GCF_000898415.1_ViralProj171976_genomic.fna,NC_018272.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Inhavirus
1982269,GCF_000871645.1_ViralProj19767_genomic.fna,NC_009541.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pahexavirus
1982357,GCF_001504415.1_ViralProj307950_genomic.fna,NC_028931.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pamexvirus
1982360,GCF_000920075.1_ViralProj240723_genomic.fna,NC_023691.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Patiencevirus
1982363,GCF_000840585.1_ViralProj14274_genomic.fna,NC_004689.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Barnyardvirus
1982364,GCF_000882195.1_ViralProj32015_genomic.fna,NC_011292.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Konstantinevirus
1982365,GCF_000874645.1_ViralProj30611_genomic.fna,NC_011039.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Predatorvirus
1982368,GCF_000918715.1_ViralProj240750_genomic.fna,NC_023735.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pepyhexavirus
1982371,GCF_000908715.1_ViralProj209063_genomic.fna,NC_021534.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Roufvirus
1982373,GCF_000892675.1_ViralProj66399_genomic.fna,NC_015466.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Xiamenvirus
1982377,GCF_000898895.1_ViralProj169229_genomic.fna,NC_018086.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Saphexavirus
1982555,GCF_000911795.1_ViralProj215107_genomic.fna,NC_022053.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Papyrusvirus
1982560,GCF_001736295.1_ViralProj343506_genomic.fna,NC_030917.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Oneupvirus
1982561,GCF_001698335.1_ViralProj336043_genomic.fna,NC_030696.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Smoothievirus
1982563,GCF_001698275.1_ViralProj336042_genomic.fna,NC_030698.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Soupsvirus
1982567,GCF_002623305.1_ASM262330v1_genomic.fna,NC_041961.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Tankvirus
1982570,GCF_001500595.1_Tsukamurella_phage_TIN2_genomic.fna,NC_028865.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Tinduovirus
1982575,GCF_001551025.1_ViralProj310927_genomic.fna,NC_029097.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Titanvirus
1982577,GCF_000917295.1_ViralProj240040_genomic.fna,NC_023579.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
1982580,GCF_000840625.2_ViralProj14285_genomic.fna,NC_004775.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Uetakevirus
1982584,GCF_000849625.1_ViralProj14584_genomic.fna,NC_001825.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Salasmaviridae
1982588,GCF_000900595.1_ViralProj179430_genomic.fna,NC_019420.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kafunavirus
1982591,GCF_000918235.1_ViralProj248320_genomic.fna,NC_024123.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kochitakasuvirus
1982596,GCF_000886235.1_ViralProj42951_genomic.fna,NC_013691.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
1982660,GCF_003029555.1_ASM302955v1_genomic.fna,NC_039002.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Patatavirales
1982747,GCF_001500635.1_ViralProj307758_genomic.fna,NC_028974.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Woodruffvirus
1982750,GCF_001736975.1_ViralProj343507_genomic.fna,NC_030924.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Montyvirus
1982751,GCF_001736895.1_ViralProj343536_genomic.fna,NC_030905.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Woesvirus
1982882,GCF_001501895.1_ViralProj307724_genomic.fna,NC_028904.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
1982890,GCF_000908495.1_ViralProj206037_genomic.fna,NC_021298.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
1982894,GCF_000899575.1_ViralProj179407_genomic.fna,NC_019414.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
1982895,GCF_000898755.1_ViralProj177522_genomic.fna,NC_018836.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
1982903,GCF_000913275.1_ViralProj215112_genomic.fna,NC_022063.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
1982918,GCF_000869225.1_ViralProj17171_genomic.fna,NC_008199.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
1983117,GCF_000867405.1_ViralProj17145_genomic.fna,NC_008195.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
1983550,GCF_002158595.1_ViralProj387746_genomic.fna,NC_034619.1,Viruses,Adnaviria,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales
1983736,GCF_000919215.1_ViralProj240721_genomic.fna,NC_023692.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pclasvirinae
1983739,GCF_000908475.1_ViralProj206033_genomic.fna,NC_021302.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pclasvirinae
1983742,GCF_001502615.1_ViralProj307745_genomic.fna,NC_028796.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pclasvirinae
1983750,GCF_000909975.1_ViralProj206038_genomic.fna,NC_021299.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vilmaviridae
1984775,GCF_000914135.1_ViralProj230605_genomic.fna,NC_022980.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Abouovirus
1984778,GCF_000914635.1_ViralProj240017_genomic.fna,NC_023557.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Agricanvirus
1984783,GCF_000954695.1_ViralProj276872_genomic.fna,NC_026606.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Klausavirus
1984787,GCF_000866825.1_ViralProj16199_genomic.fna,NC_007623.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Elvirus
1984790,GCF_001505675.1_ViralProj307909_genomic.fna,NC_028969.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Jimmervirus
1984796,GCF_001042275.1_ViralProj288000_genomic.fna,NC_027402.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Seoulvirus
1984800,GCF_000900615.1_ViralProj181063_genomic.fna,NC_019446.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Perisivirus
1985175,GCF_000906215.1_ViralProj195534_genomic.fna,NC_020873.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1985182,GCF_000898735.1_ViralProj177518_genomic.fna,NC_018860.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1985290,GCF_001500855.2_ViralProj307802_genomic.fna,NC_028808.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae
1985305,GCF_002149565.1_ViralProj266637.12_genomic.fna,NC_028247.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae
1985310,GCF_000841605.1_ViralProj14323_genomic.fna,NC_005282.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae
1985326,GCF_001470655.1_ViralProj306289_genomic.fna,NC_028686.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1985337,GCF_000887175.1_ViralProj47333_genomic.fna,NC_014036.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1985342,GCF_001041495.1_ViralProj287986_genomic.fna,NC_027331.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1985354,GCF_000840705.1_ViralProj14301_genomic.fna,NC_005066.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1985689,GCF_002145625.1_ViralProj386354_genomic.fna,NC_034544.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1985695,GCF_000926595.1_ViralProj265893_genomic.fna,NC_025405.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1985698,GCF_000881815.1_ViralMultiSegProj32725_genomic.fna,NC_011558.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1985704,GCF_000854665.1_ViralProj14984_genomic.fna,NC_002251.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1985714,GCF_000907515.1_ViralProj206470_genomic.fna,NC_021316.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985726,GCF_000884535.1_ViralProj42779_genomic.fna,NC_013647.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985729,GCF_000900695.1_ViralProj181079_genomic.fna,NC_019454.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985730,GCF_000893675.1_ViralProj67417_genomic.fna,NC_015585.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985731,GCF_000872125.1_ViralProj21045_genomic.fna,NC_009936.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985732,GCF_000858425.1_ViralProj15226_genomic.fna,NC_005045.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985736,GCF_000913195.1_ViralProj230587_genomic.fna,NC_022987.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985737,GCF_000867985.1_ViralProj18839_genomic.fna,NC_009014.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985740,GCF_000842165.1_ViralProj14265_genomic.fna,NC_004665.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1985983,GCF_000923475.1_ViralProj259983_genomic.fna,NC_024767.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1986027,GCF_000838865.1_ViralProj14107_genomic.fna,NC_002643.1,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales
1986034,GCF_000840785.1_ViralProj14318_genomic.fna,NC_001420.2,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales
1986112,GCF_001021215.1_ViralProj286008_genomic.fna,NC_027199.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
1986113,GCF_000973255.1_ViralProj281408_genomic.fna,NC_026812.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
1986118,GCF_000924075.1_ViralProj259246_genomic.fna,NC_024709.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
1986538,GCF_000869205.1_ViralProj17151_genomic.fna,NC_008197.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
1986960,GCF_001029005.1_ViralProj286936_genomic.fna,NC_027214.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1987993,GCF_000890895.1_ViralProj64767_genomic.fna,NC_015296.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ackermannviridae
1987994,GCF_000888035.1_ViralProj42937_genomic.fna,NC_013693.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ackermannviridae
1993650,GCF_000843845.1_ViralProj14428_genomic.fna,NC_002743.1,Viruses,Tolecusatellitidae,Deltasatellite,,,
1993859,GCF_000868305.2_ViralProj17175_genomic.fna,NC_008206.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vilmaviridae
1993872,GCF_000837465.1_ViralProj14154_genomic.fna,NC_003387.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Weiservirinae
2003329,GCF_000836805.1_ViralProj14012_genomic.fna,NC_001998.1,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales
2003391,GCF_000981755.1_ViralProj282169_genomic.fna,NC_026921.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
2003649,GCF_000884955.1_ViralProj38499_genomic.fna,NC_012801.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
2003678,GCF_000867145.1_ViralProj16657_genomic.fna,NC_007920.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales
2004457,GCF_000872205.1_ViralProj27983_genomic.fna,NC_010105.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
2005060,GCF_001501915.1_ViralProj307728_genomic.fna,NC_028954.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Cronusvirus
2005701,GCF_000857125.1_ViralProj15158_genomic.fna,NC_006940.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Guernseyvirinae
2006134,GCF_000842365.1_ViralProj14309_genomic.fna,NC_004687.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ceeclamvirinae
2006145,GCF_000842345.1_ViralProj14304_genomic.fna,NC_004684.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
2006175,GCF_000864525.1_ViralProj16388_genomic.fna,NC_007810.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pbunavirus
2011073,GCF_000894015.1_ViralProj76737_genomic.fna,NC_016162.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011074,GCF_000838525.1_ViralProj14032_genomic.fna,NC_001270.2,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011075,GCF_000868665.1_ViralProj18291_genomic.fna,NC_008575.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011076,GCF_000837165.1_ViralProj14093_genomic.fna,NC_002362.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011077,GCF_000846985.1_ViralProj14562_genomic.fna,NC_006294.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011078,GCF_002625225.1_ASM262522v1_genomic.fna,NC_043029.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011079,GCF_000908815.1_ViralProj209360_genomic.fna,NC_021569.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011080,GCF_000863885.1_ViralProj15493_genomic.fna,NC_007189.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011081,GCF_000847025.1_ViralProj14571_genomic.fna,NC_001331.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011082,GCF_000837805.1_ViralProj14061_genomic.fna,NC_001418.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011083,GCF_000892535.1_ViralProj64769_genomic.fna,NC_015297.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2011088,GCF_002826545.1_ASM282654v1_genomic.fna,NC_010429.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2024608,GCF_002966405.1_ASM296640v1_genomic.fna,NC_075036.1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales
2025079,GCF_000930675.1_ViralProj270094_genomic.fna,NC_025890.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
2030964,GCF_000865985.1_ViralProj16157_genomic.fna,NC_007518.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales
2034996,GCF_001630085.1_ViralMultiSegProj319070_genomic.fna,NC_029926.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Insthoviricetes
2034999,GCF_001502035.1_ViralProj307752_genomic.fna,NC_028767.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gochnauervirinae
204090,GCF_000842185.1_ViralProj14269_genomic.fna,NC_004679.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Rountreeviridae
2041855,GCF_002990125.1_ASM299012v1_genomic.fna,NC_042350.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Holosalinivirus
